2225|0.15287491341411455
2226|0.1257812309341992
3308|0.0440846451228826
1814|0.03619140571533333
11180|0.014361153275822595
26526|0.010967876502194615
25144|0.010460241213753012
11183|0.009245215021167319
2141|0.007285544600645473
26527|0.006910511000563958
4232|0.0069031514657070005
2025|0.006798454060094076
2385|0.006615263714642206
2287|0.005447859258866228
3351|0.005196543797538835
26525|0.005135675258032359
2027|0.004954161224585496
2156|0.004752705544638714
4235|0.004241805454897384
11179|0.004137482384241609
12391|0.004014886477571057
2288|0.0038627451586818362
11558|0.003718715398217456
2549|0.0036126711134794104
2036|0.003416077173739916
12388|0.0033835962731023385
12389|0.003104102263391782
2085|0.002964056523525113
21622|0.002861216390399729
11181|0.0028271524604058466
11186|0.00280261560596199
2121|0.0027761464198008587
1460|0.0027560243133406643
2180|0.0027274227798436447
12387|0.002681139617636434
11185|0.002632576362732784
1891|0.002511713069368163
2028|0.002485703131182587
2950|0.002379104534621686
12390|0.0023654567555327845
3373|0.0023167156369228127
2034|0.00227821892221356
2169|0.002161174801136378
2170|0.0020653724002080874
14673|0.002037649038794661
21619|0.001960530963483607
1766|0.0019299337429671032
11512|0.0018548283132654457
2166|0.001842133878979672
4311|0.0018184372151605398
26524|0.0018104336015737081
26523|0.001757634370529903
2848|0.0017424421852714137
22296|0.0016853722627724029
21304|0.0016532461149218805
2185|0.0016221609995320568
2108|0.0015814557821682482
2726|0.0015767862239305889
2082|0.0015707638836112675
9885|0.0015683837413712923
9957|0.0015670798316725137
7180|0.0015202792461666808
26879|0.001481442732977787
2081|0.0014793445537821664
4220|0.0014598010908617586
2103|0.0014492365043111733
13111|0.0014449298374903403
2172|0.0014217799237975308
2186|0.0014177837011974377
3645|0.0013767502983317655
2241|0.0013234572145468355
2291|0.0012380093670856605
2223|0.0011821866258234083
2592|0.0011320829156023582
2289|0.0011169410469659264
16618|0.0011006486548634366
3394|0.0010343014325282342
2541|0.0010239184021016878
2802|0.0010189907347439829
4979|0.001017723275802636
7072|0.0010141365566025402
3815|0.001012441176237411
14191|0.0010021015298132452
1977|0.0009888970563176763
1978|0.0009888970563176763
11362|0.0009567377693021657
2221|0.0009464838257898247
11182|0.0009464017525144755
4687|0.0009335384446949436
2227|0.0009251719284212578
3352|0.0009116789765329242
26522|0.000907217215534203
26533|0.0009016877809092377
4473|0.00089490194254926
6182|0.0008866811413795389
5433|0.0008810882389088256
6506|0.0008806673715171264
2455|0.0008416437478483099
3816|0.0008399797530338549
2084|0.0008302614741679577
24362|0.0008092753083598595
2041|0.0007850721506678328
9886|0.0007743164982883563
11184|0.0007657610776545887
6106|0.0007607935079210666
3307|0.0007574320226017772
2306|0.0007560513314464615
3791|0.0007523401578824711
2090|0.0007448602901902198
26394|0.0007398409423385874
3302|0.0007371739449001492
2125|0.0007090303046454927
9915|0.0007044817212644826
3303|0.000703291517148934
3813|0.0006972380809086167
2128|0.0006879777387665357
2086|0.0006802861746540481
21273|0.0006770282831450441
9707|0.0006732583015448594
9935|0.0006726277297337713
3262|0.0006725589350312884
6173|0.0006615632164129495
2585|0.0006509386459851519
